Site,,,Address,Dolium no.,Ext. rim diam.,Int. rim diam.,wall thickness,Volume (amph),Volume (l),how vol indicated,Height,pres. height,depth,pres depth,ext belly diameter ,int belly diameter,base diameter,size (sm/med/lrg),type (spherical/cylindrical),Repairs/Modifications,Fill - I,Mat.,Stage,Fill - E,Mat. 2,Stage 2,DD - I,Mat. 3,Stage 3,DD - E,Mat. 4,Stage 4,DDT - I,Mat. 5,Stage 5,DDT - E,Mat. 6,Stage 6,Staple,Mat. 7,Stage 7,Clamp,Mat. 8,Stage 8,Hybrid,Mat. 9,Stage 9,Types of Repairs,Lead,Lead Alloy,Both,Iron in Lead,Production Phase,Use Life,Both of last two,Unknown,Modifications,Stamp,Incision,context,contents?,Notes,Other,
Pompeii,,,I.2.8,1,--,30,--,--,--,--,--,--,--,--,--,--,--,--,Unknown,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.2.8,2,50,32.5,--,--,--,--,--,--,--,--,--,--,--,--,Unknown,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.2.8,3,55,37,--,--,--,--,--,--,--,--,--,--,--,--,Unknown,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.11.1,1,--,--,3.8,,--,--,--,61,--,--,--,--,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.11.1,2,54,35,--,,--,--,--,61,--,--,--,--,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,Y,Distribution,D - unk,Thermapolium,incision: IIIXII?,
Pompeii,,,I.11.1,3,57,41,--,,--,--,--,66,--,--,--,--,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.11.1,4,47,31,--,,--,--,--,63,--,--,--,--,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.4.11,1,--,--,2.7,,--,--,--,--,--,--,72.5,67,--,--,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,L - wine,Shop,,
Pompeii,,,I.9.4,1,53,34,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.9.4,2,48,30,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.9.4,3,48,31,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.9.4,4,49,30,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.7.8,1,47,30,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,I.7.8,2,48,30,--,--,--,--,--,--,--,--,--,--,--,--,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,VII.16.4,1,46,30,--,--,--,--,--,--,--,70,70,--,--,--,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,L - wine,Shop,,
Pompeii,,,Boscoreale,,78,58,--,,--,--,117,--,--,--,115,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Production,L - wine,Vineyard,,
Pompeii,,,VII.9.54,1,42,68,3.7,,463,3D model,--,--,--,93,--,117,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk?,Thermapolium,,
Pompeii,,,VII.9.54,2,63,43,,,--,--,--,--,--,92,--,107,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk?,Thermapolium,,
Pompeii,,,VII.9.54,3,--,--,3,,320,calculate,,--,--,86,--,69,--,large,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk?,Thermapolium,,
Pompeii,,,VII.9.54,4,--,--,3.5,,--,--,,--,--,90,--,103,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk?,Thermapolium,,
Pompeii,,,VII.9.54,5,--,--,3.3,,210,calculate,,--,--,55,--,70,--,large,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk?,Thermapolium,,
Pompeii,,,VI.2.1,1,46,32,--,,260,est,--,75,--,--,--,--,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - unk,Thermapolium,,
Pompeii,,,VI.16.40,1,47,27,--,,,,--,45,--,67,68,--,--,,Spherical,Y,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Y,L,Unk,--,--,--,1,Y,--,,,--,--,--,Y,--,--,--,Distribution,L - wine,Shop,,
Pompeii,,,VI.16.40,2,36,22,--,,44,calculate,--,26,--,48,41,37,--,sm,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - flour?,Shop,,
Pompeii,,,VI.16.40,3,44,28,--,,140,calculate,--,46,,68,62,52,,med,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distribution,D - flour?,Shop,,
Pompeii,,,VI.14.36,1,53,34,--,,250,calculate,--,--,--,84,--,62,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,Y,--,Distribution,D - unk,Thermapolium,Stamp: M LVCCEI QVARTIONSI     /    AVKIOY,
Pompeii,,,VI.14.36,2,48,33,--,,210,calculate,--,--,--,64,--,64,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,Y,--,Distribution,D - unk,Thermapolium,Stamp: L CORNELI RUFION,
Pompeii,,,VI.14.36,3,52,33,--,,200,calculate,--,--,--,80,62,56,--,,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,Y,--,Distribution,L - wine?,Shop,Stamp: _ACINI?,
Pompeii,,,VI.14.36,4,44,27,--,,,,--,--,--,47,76,66,--,,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,Y,--,Distribution,L - wine,Shop,Stamp: C.NAEVI/VITALIS,
Pompeii,,,IX.5.11,1,60,37,--,,240,calculate,,81,73,--,71,66,--,,cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,Y,Y,--,Storage,?,House,Stamp: PHILEROS M(arci) FULVI SER(vus),modifications: sets of iron pin pairs on rim
Pompeii,,,VII.6.15,1,49,32,--,,--,--,--,77,--,--,80,--,--,medium/small,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distrbution,L - wine?,shop,,
Pompeii,,,VII.6.15,2,46,28,--,,140,calculate/estimate,--,55,--,--,60,--,--,medium/small,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distrbution,D - unk,shop,,
Pompeii,,,VII.6.15,3,37,22,--,,68,calculate,--,60,--,--,42,35,--,small,Cylindrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,,,--,--,--,--,--,--,--,Distrbution,D - unk,shop,,
Pompeii,,,?,21425,--,--,3.8,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,--,,,L - wine,Unknown,GRAFFITO,
Pompeii,,,,47003,80,50,--,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,Y,--,,L - wine,Unknown,EROS.ANTO,
Pompeii,,,,?,55,40,--,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,Y,--,,L - wine,Unknown,EROS . AN/M,
Pompeii,,,,47004,65,50,--,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,Y,--,,L - wine,Unknown,].OS.CORE,
Pompeii,,,,47006,55,40,--,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,Y,--,,L - wine,Unknown,illegible,
Pompeii,,,,47005,80,50,--,,--,--,--,--,--,--,--,--,--,large,Spherical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,--,--,--,--,--,Y,--,,L - wine,Unknown,illegible,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pompeii ,,,averages,,55.52962963,36.99032258,3.201515152,#DIV/0!,303.9025556,,110.7647059,70.93148148,86.45833333,71.57692308,80.41447368,69.05263158,20.91666667,101,108,41,3,0,0,3,0,0,0,0,0,20,0,0,0,0,0,14,0,0,6,0,0,16,0,0,5,0,0,0,22,8,2,1,25,11,5,5,8,21,7,,,,,
count,,,,,,,,,,,Spherical Dolia,Cylindrical Jars,,,,,Spherical Dolia,30,0.731707317,21,7,4,18,6,16,14,3,4,11,5,0,1,,,,,,,,,,,,,,one type,25,five,0,17,,,,,,,,,,,,,,
0,,,,,,,,,,Production,21,4,,,,,Cylindrical Dolia,11,0.268292683,4,3,1,4,2,4,0,3,2,5,0,8,6,,,,,,,,,,,,,,two,9,,,6,,,,,,,,,,,,,,
,,,,,,,,,,Use Life,7,3,Both,,,,,total repaired,% of repaired,Production,Use Life,Both,lead,lead alloy,DD,DDT,Fills,Staples,clamps,Hybrids,Modifications,Inscriptions,,,,,,,,,,,,,,three,5,,,5,,,,,,,,,,,,,,
,,,,,,,,,,Both,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,four,2,,,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa,,,dolium lid,CE 1633,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa,,,dolium lid,CE 1382,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa,,,dolium lid,CE 711,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa,,,dolium lid,C70.485/675 222 58,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosa,,,dolium lid,C16.13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
